,Images,Max_Probs,Confidence
23,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\119.jpg,0.9998965,Noodles
24,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\12.jpg,0.9997956,Noodles
25,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\120.jpg,0.9949175,Noodles
26,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\121.jpg,0.9999769,Noodles
27,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\122.jpg,0.99998105,Noodles
28,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\123.jpg,0.9999602,Noodles
29,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\124.jpg,0.99998176,Noodles
30,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\125.jpg,0.9999969,Noodles
31,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\126.jpg,0.99999356,Noodles
32,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\127.jpg,0.99999034,Noodles
33,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\128.jpg,0.9999666,Noodles
34,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\129.jpg,0.9999608,Noodles
35,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\13.jpg,0.9998,Noodles
36,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\130.jpg,0.9980128,Noodles
37,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\131.jpg,0.9995683,Noodles
38,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\132.jpg,0.9999764,Noodles
39,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\133.jpg,0.99996614,Noodles
40,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\134.jpg,0.99995637,Noodles
41,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\135.jpg,0.99998724,Noodles
42,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\136.jpg,0.99967456,Noodles
43,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\137.jpg,0.99998903,Noodles
44,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\138.jpg,0.9996463,Noodles
45,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\139.jpg,0.99999785,Noodles
46,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\14.jpg,0.99999905,Noodles
47,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\140.jpg,0.99996626,Noodles
48,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\141.jpg,0.9999558,Noodles
49,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\142.jpg,0.99994826,Noodles
50,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\143.jpg,0.99940765,Noodles
51,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\144.jpg,0.9999907,Noodles
52,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\145.jpg,0.99988127,Noodles
53,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\146.jpg,0.9999969,Noodles
54,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\147.jpg,0.9996444,Noodles
55,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\148.jpg,0.99783236,Noodles
56,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\149.jpg,0.9999844,Noodles
57,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\15.jpg,0.9999716,Noodles
58,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\150.jpg,0.9988518,Noodles
59,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\151.jpg,0.99987984,Noodles
60,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\152.jpg,0.9998429,Noodles
61,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\153.jpg,0.9999567,Noodles
62,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\154.jpg,0.99919885,Noodles
63,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\155.jpg,0.99890554,Noodles
64,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\156.jpg,0.99996793,Noodles
65,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\157.jpg,0.9999893,Noodles
66,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\158.jpg,0.99994063,Noodles
67,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\159.jpg,0.99970907,Noodles
68,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\16.jpg,0.9999639,Noodles
69,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\160.jpg,0.9999937,Noodles
70,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\161.jpg,0.9995351,Noodles
71,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\162.jpg,0.9989214,Noodles
72,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\163.jpg,0.9999615,Noodles
73,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\164.jpg,0.9999776,Noodles
74,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\165.jpg,0.99986434,Noodles
75,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\166.jpg,0.9998809,Noodles
76,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\167.jpg,0.99999833,Noodles
77,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\168.jpg,0.9999894,Noodles
78,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\169.jpg,0.9997347,Noodles
79,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\17.jpg,0.9999937,Noodles
80,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\170.jpg,0.9999391,Noodles
81,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\171.jpg,0.9999442,Noodles
82,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\172.jpg,0.99990666,Noodles
83,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\173.jpg,0.999997,Noodles
84,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\174.jpg,0.99997604,Noodles
85,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\175.jpg,0.999923,Noodles
86,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\176.jpg,0.9999858,Noodles
87,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\177.jpg,0.9999585,Noodles
88,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\178.jpg,0.9999659,Noodles
89,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\179.jpg,0.99990904,Noodles
90,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\18.jpg,0.9999633,Noodles
91,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\180.jpg,0.99994373,Noodles
92,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\181.jpg,0.99984336,Noodles
93,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\182.jpg,0.99991477,Noodles
94,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\183.jpg,0.99992037,Noodles
95,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\184.jpg,0.9999244,Noodles
96,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\185.jpg,0.9999882,Noodles
97,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\186.jpg,0.99998677,Noodles
98,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\187.jpg,0.99990845,Noodles
99,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\188.jpg,0.9988738,Noodles
100,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\189.jpg,0.999992,Noodles
101,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\19.jpg,0.99993944,Noodles
102,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\190.jpg,0.9999826,Noodles
103,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\191.jpg,0.9999516,Noodles
104,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\192.jpg,0.9983864,Noodles
105,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\193.jpg,0.9999912,Noodles
106,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\194.jpg,0.99999917,Noodles
107,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\195.jpg,0.9994635,Noodles
108,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\196.jpg,0.9986808,Noodles
109,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\197.jpg,0.99998987,Noodles
110,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\198.jpg,0.99905354,Noodles
111,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\199.jpg,0.99988306,Noodles
112,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\2.jpg,0.9999449,Noodles
113,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\20.jpg,0.9999523,Noodles
114,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\200.jpg,0.9999827,Noodles
115,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\201.jpg,0.99994445,Noodles
116,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\202.jpg,0.99974614,Noodles
117,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\203.jpg,0.99940634,Noodles
118,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\204.jpg,0.9999664,Noodles
119,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\205.jpg,0.99922895,Noodles
120,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\206.jpg,0.9999887,Noodles
121,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\207.jpg,0.9999604,Noodles
122,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\208.jpg,0.9999387,Noodles
123,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\209.jpg,0.99994624,Noodles
124,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\21.jpg,0.99985707,Noodles
125,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\210.jpg,0.9999573,Noodles
126,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\211.jpg,0.9999411,Noodles
127,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\212.jpg,0.99926835,Noodles
128,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\213.jpg,0.9999827,Noodles
129,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\214.jpg,0.99999547,Noodles
130,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\215.jpg,0.9999883,Noodles
131,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\216.jpg,0.99998665,Noodles
132,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\217.jpg,0.99943584,Noodles
133,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\218.jpg,0.99995935,Noodles
134,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\219.jpg,0.9999962,Noodles
135,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\22.jpg,0.9999677,Noodles
136,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\220.jpg,0.9998591,Noodles
137,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\221.jpg,0.9998554,Noodles
138,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\222.jpg,0.99989474,Noodles
139,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\223.jpg,0.99998546,Noodles
140,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\224.jpg,0.9999777,Noodles
141,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\225.jpg,0.9996916,Noodles
142,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\226.jpg,0.9999881,Noodles
143,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\227.jpg,0.9999877,Noodles
144,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\228.jpg,0.9999982,Noodles
145,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\229.jpg,0.9999783,Noodles
146,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\23.jpg,0.99998736,Noodles
147,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\230.jpg,0.9999864,Noodles
148,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\231.jpg,0.99803144,Noodles
149,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\232.jpg,0.9999243,Noodles
150,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\233.jpg,0.99995565,Noodles
151,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\234.jpg,0.99986374,Noodles
152,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\235.jpg,0.99997663,Noodles
153,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\236.jpg,0.999665,Noodles
154,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\237.jpg,0.99998283,Noodles
155,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\238.jpg,0.99996316,Noodles
156,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\239.jpg,0.9999689,Noodles
157,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\24.jpg,0.9999809,Noodles
158,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\240.jpg,0.9999871,Noodles
159,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\241.jpg,0.99993956,Noodles
160,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\242.jpg,0.9999913,Noodles
161,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\243.jpg,0.9999591,Noodles
162,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\244.jpg,0.9998435,Noodles
163,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\245.jpg,0.9999926,Noodles
164,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\246.jpg,0.9999639,Noodles
165,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\247.jpg,0.99998844,Noodles
166,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\248.jpg,0.99978167,Noodles
167,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\249.jpg,0.9999255,Noodles
168,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\25.jpg,0.99715555,Noodles
169,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\250.jpg,0.999926,Noodles
170,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\251.jpg,0.9999269,Noodles
171,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\252.jpg,0.9999423,Noodles
172,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\253.jpg,0.9998951,Noodles
173,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\254.jpg,0.9999411,Noodles
174,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\255.jpg,0.9999703,Noodles
175,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\256.jpg,0.99989235,Noodles
176,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\257.jpg,0.99957615,Noodles
177,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\258.jpg,0.99997413,Noodles
178,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\259.jpg,0.99968696,Noodles
179,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\26.jpg,0.99990606,Noodles
180,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\260.jpg,0.9995834,Noodles
181,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\261.jpg,0.99992573,Noodles
182,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\262.jpg,0.9998982,Noodles
183,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\263.jpg,0.9862499,Noodles
184,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\264.jpg,0.9997273,Noodles
185,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\265.jpg,0.99999654,Noodles
186,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\266.jpg,0.99993706,Noodles
187,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\267.jpg,0.9999894,Noodles
188,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\268.jpg,0.9981548,Noodles
189,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\269.jpg,0.9999881,Noodles
190,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\27.jpg,0.9907459,Noodles
191,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\270.jpg,0.99991035,Noodles
192,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\271.jpg,0.9999926,Noodles
193,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\272.jpg,0.9999112,Noodles
194,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\273.jpg,0.9997451,Noodles
195,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\274.jpg,0.9999232,Noodles
196,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\275.jpg,0.9999,Noodles
197,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\276.jpg,0.99993277,Noodles
198,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\277.jpg,0.9999207,Noodles
199,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\278.jpg,0.9999856,Noodles
200,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\279.jpg,0.99997866,Noodles
201,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\28.jpg,0.99993443,Noodles
202,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\280.jpg,0.9999927,Noodles
203,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\281.jpg,0.99998915,Noodles
204,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\282.jpg,0.99998116,Noodles
205,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\283.jpg,0.99930835,Noodles
206,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\284.jpg,0.999946,Noodles
207,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\285.jpg,0.99994946,Noodles
208,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\286.jpg,0.999895,Noodles
209,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\287.jpg,0.9998417,Noodles
210,C:\Users\adity\Desktop\Everything\Waste_Segregation\classify_food\yolov_train_data\train\Noodles\288.jpg,0.9999747,Noodles
